task_id,task_num,primary_family,confidence,candidate_flags,n_train,n_test,n_arc_gen,n_examples,shape_relation,same_shape_examples,expand_examples,shrink_examples,mixed_examples,input_shape_modes,output_shape_modes,input_colors,output_colors,new_output_colors,input_color_list,output_color_list,new_output_color_list,all_identity,global_mapping_consistent,global_mapping,mapping_conflicts,fixed_geometric_transforms,local_3x3_score,local_3x3_conflicts,local_3x3_samples,input_nonzero_preserved_ratio,added_nonzero_cells,changed_cells,notes
task129,129,same_shape_local_rule,medium,local_3x3_consistent,3,1,261,265,same_shape_variable_size,265,0,0,0,3x3:265,3x3:265,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,"{""0"":4,""1"":9,""2"":1,""3"":4,""4"":4,""5"":1,""6"":4,""7"":8,""8"":4,""9"":9}",2024,,0.998148,1,540,0.328671,150,1590,Same shape; output appears explainable by local neighborhoods.
task130,130,cropping_extraction,medium,shape_shrinks,2,1,262,265,shrinks,0,0,265,0,9x9:265,3x3:265,0123456789,012346789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,6,7,8,9]",[],False,False,,1,,0.0,0,0,0.0,0,0,"Output is smaller than input, often selected object/subgrid."
task131,131,mask_object_selection,low,same_shape_nonlocal_changes|new_output_colors,3,1,262,266,same_shape_variable_size,266,0,0,0,5x16:27;18x5:26;4x18:25;16x5:24;4x17:24,5x16:27;18x5:26;4x18:25;16x5:24;4x17:24,023,0238,8,"[0,2,3]","[0,2,3,8]",[8],False,False,"{""0"":0,""2"":2,""3"":0}",3464,,0.434662,2639,4668,0.347864,3433,5692,"Same shape; cells/objects are kept, removed, or highlighted."
task132,132,pattern_completion,low,mostly_preserves_input_adds_or_changes,4,1,262,267,same_shape_variable_size,267,0,0,0,13x7:7;14x10:7;7x6:7;7x14:6;11x8:6,13x7:7;14x10:7;7x6:7;7x14:6;11x8:6,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,"{""0"":0,""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9}",8356,,0.702395,1988,6680,1.0,8356,8356,Output preserves input and adds missing pattern cells.
task133,133,pattern_completion,low,mostly_preserves_input_adds_or_changes,4,1,262,267,same_shape_variable_size,267,0,0,0,28x27:5;30x27:4;23x27:4;20x26:4;17x18:3,28x27:5;30x27:4;23x27:4;20x26:4;17x18:3,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,"{""0"":0,""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9}",4392,,0.960718,1265,32203,1.0,4392,4392,Output preserves input and adds missing pattern cells.
task134,134,cropping_extraction,medium,shape_shrinks,3,1,262,266,shrinks,0,0,266,0,28x24:7;21x20:7;28x26:6;20x22:6;28x22:6,3x3:266,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,,1,,0.0,0,0,0.0,0,0,"Output is smaller than input, often selected object/subgrid."
task135,135,cropping_extraction,medium,shape_shrinks,4,1,261,266,shrinks,0,0,266,0,9x9:266,3x3:266,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,,1,,0.0,0,0,0.0,0,0,"Output is smaller than input, often selected object/subgrid."
task136,136,pattern_completion,low,mostly_preserves_input_adds_or_changes,3,1,262,266,same_shape_variable_size,266,0,0,0,10x10:266,10x10:266,012,012,,"[0,1,2]","[0,1,2]",[],False,False,"{""0"":1,""1"":1,""2"":2}",23688,,0.308833,4147,6000,1.0,1542,1542,Output preserves input and adds missing pattern cells.
task137,137,pattern_completion,low,mostly_preserves_input_adds_or_changes,3,1,262,266,same_shape_variable_size,266,0,0,0,21x21:31;22x22:29;24x24:28;20x20:28;28x28:25,21x21:31;22x22:29;24x24:28;20x20:28;28x28:25,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,"{""0"":0,""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9}",47479,,0.7306,10054,37320,1.0,47479,47479,Output preserves input and adds missing pattern cells.
task138,138,cropping_extraction,medium,shape_shrinks,3,1,262,266,shrinks,0,0,266,0,19x19:11;15x15:10;11x11:10;20x19:10;23x22:9,8x8:11;10x10:9;8x7:7;7x7:7;8x9:6,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,,1,,0.0,0,0,0.0,0,0,"Output is smaller than input, often selected object/subgrid."
task139,139,fill_enclosed_regions,medium,adds_new_color_preserves_input|new_output_colors,2,1,262,265,same_shape_variable_size,265,0,0,0,9x9:265,9x9:265,04,047,7,"[0,4]","[0,4,7]",[7],False,False,"{""0"":0,""4"":4}",2332,,0.951029,238,4860,1.0,2332,2332,Same shape; input is mostly preserved while new fill or marking cells are added.
task140,140,geometric_transform,high,fixed_geometric_rot180,2,1,262,265,same_shape_variable_size,265,0,0,0,3x3:265,3x3:265,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,"{""0"":3,""1"":0,""2"":0,""3"":0,""4"":5,""5"":8,""6"":0,""7"":7,""8"":5,""9"":0}",1849,rot180,0.898148,55,540,0.195955,767,1920,Output matches a fixed rotate/flip/transpose/shift transform.
task141,141,pattern_completion,low,mostly_preserves_input_adds_or_changes,3,1,261,265,same_shape_variable_size,265,0,0,0,13x13:38;7x7:35;15x15:32;9x9:32;21x21:30,13x13:38;7x7:35;15x15:32;9x9:32;21x21:30,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,"{""0"":2,""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9}",49798,,0.053133,10336,10916,1.0,4372,4372,Output preserves input and adds missing pattern cells.
task142,142,expansion_tiling,medium,shape_expands,3,1,262,266,expands,0,266,0,0,3x3:266,6x6:266,0123,0123,,"[0,1,2,3]","[0,1,2,3]",[],False,False,,1,,0.0,0,0,0.0,0,0,"Output is larger than input, often by fixed scale or tiling."
task143,143,pattern_completion,low,mostly_preserves_input_adds_or_changes,3,1,262,266,same_shape_variable_size,266,0,0,0,10x10:266,10x10:266,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,"{""0"":0,""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":5,""7"":7,""8"":8,""9"":5}",1689,,0.96,240,6000,0.857428,0,928,Output preserves input and adds missing pattern cells.
task144,144,cropping_extraction,medium,shape_shrinks|new_output_colors,4,1,262,267,shrinks,0,0,267,0,9x4:267,4x4:267,0247,03,3,"[0,2,4,7]","[0,3]",[3],False,False,,1,,0.0,0,0,0.0,0,0,"Output is smaller than input, often selected object/subgrid."
task145,145,fill_enclosed_regions,medium,adds_new_color_preserves_input|new_output_colors,4,1,262,267,same_shape_variable_size,267,0,0,0,18x14:7;11x10:7;18x16:6;10x12:6;18x12:6,18x14:7;11x10:7;18x16:6;10x12:6;18x12:6,02,0128,18,"[0,2]","[0,1,2,8]","[1,8]",False,False,"{""0"":8,""2"":2}",42333,,0.484994,6984,13561,1.0,29620,29620,Same shape; input is mostly preserved while new fill or marking cells are added.
task146,146,cropping_extraction,medium,shape_shrinks,4,1,262,267,shrinks,0,0,267,0,9x3:267,3x3:267,123456789,123456789,,"[1,2,3,4,5,6,7,8,9]","[1,2,3,4,5,6,7,8,9]",[],False,False,,1,,0.0,0,0,0.0,0,0,"Output is smaller than input, often selected object/subgrid."
task147,147,same_shape_local_rule,medium,local_3x3_consistent|new_output_colors,4,1,262,267,same_shape_variable_size,267,0,0,0,5x3:24;3x3:22;6x3:20;6x5:20;5x5:19,5x3:24;3x3:22;6x3:20;6x5:20;5x5:19,03,038,8,"[0,3]","[0,3,8]",[8],False,False,"{""0"":0,""3"":8}",308,,1.0,0,1239,0.114541,0,2381,Same shape; output appears explainable by local neighborhoods.
task148,148,mask_object_selection,low,same_shape_nonlocal_changes|new_output_colors,3,1,262,266,same_shape_variable_size,266,0,0,0,17x8:13;19x8:12;24x9:11;23x8:9;19x11:9,17x8:13;19x8:12;24x9:11;23x8:9;19x11:9,028,0248,4,"[0,2,8]","[0,2,4,8]",[4],False,False,"{""0"":0,""2"":2,""8"":4}",9615,,0.821701,2128,11935,0.781951,9615,10364,"Same shape; cells/objects are kept, removed, or highlighted."
task149,149,cropping_extraction,medium,shape_shrinks|new_output_colors,4,1,262,267,shrinks,0,0,267,0,11x11:267,3x3:267,068,01,1,"[0,6,8]","[0,1]",[1],False,False,,1,,0.0,0,0,0.0,0,0,"Output is smaller than input, often selected object/subgrid."
task150,150,geometric_transform,high,fixed_geometric_flip_h,3,1,262,266,same_shape_variable_size,266,0,0,0,3x3:47;7x7:41;4x4:39;8x8:39;5x5:38,3x3:47;7x7:41;4x4:39;8x8:39;5x5:38,1267,1267,,"[1,2,6,7]","[1,2,6,7]",[],False,False,"{""1"":6,""2"":6,""6"":2,""7"":2}",7867,flip_h,0.983908,35,2175,0.313169,0,6926,Output matches a fixed rotate/flip/transpose/shift transform.
task151,151,same_shape_local_rule,medium,local_3x3_consistent|new_output_colors,3,1,262,266,same_shape_variable_size,266,0,0,0,8x8:38;5x5:36;6x6:34;4x4:33;9x9:30,8x8:38;5x5:36;6x6:34;4x4:33;9x9:30,012356789,0123456789,4,"[0,1,2,3,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[4],False,False,"{""0"":4,""1"":1,""2"":4,""3"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9}",14380,,1.0,0,3971,0.724209,1064,2128,Same shape; output appears explainable by local neighborhoods.
task152,152,expansion_tiling,medium,shape_expands,4,1,262,267,expands,0,267,0,0,3x3:267,6x6:267,123456789,123456789,,"[1,2,3,4,5,6,7,8,9]","[1,2,3,4,5,6,7,8,9]",[],False,False,,1,,0.0,0,0,0.0,0,0,"Output is larger than input, often by fixed scale or tiling."
task153,153,cropping_extraction,medium,shape_shrinks,3,1,261,265,shrinks,0,0,265,0,10x10:265,3x3:265,0123456789,123456789,,"[0,1,2,3,4,5,6,7,8,9]","[1,2,3,4,5,6,7,8,9]",[],False,False,,1,,0.0,0,0,0.0,0,0,"Output is smaller than input, often selected object/subgrid."
task154,154,mask_object_selection,low,same_shape_nonlocal_changes,3,1,262,266,same_shape_variable_size,266,0,0,0,15x15:266,15x15:266,025,025,,"[0,2,5]","[0,2,5]",[],False,False,"{""0"":0,""2"":2,""5"":0}",3449,,0.943407,764,13500,0.551903,3449,6898,"Same shape; cells/objects are kept, removed, or highlighted."
task155,155,geometric_transform,high,fixed_geometric_flip_v|local_3x3_consistent,3,1,262,266,same_shape_variable_size,266,0,0,0,4x4:65;6x6:56;5x5:51;8x8:50;7x7:44,4x4:65;6x6:56;5x5:51;8x8:50;7x7:44,123478,123478,,"[1,2,3,4,7,8]","[1,2,3,4,7,8]",[],False,False,"{""1"":7,""2"":7,""3"":3,""4"":8,""7"":7,""8"":8}",7860,flip_v,0.997653,5,2130,0.21503,0,7604,Output matches a fixed rotate/flip/transpose/shift transform.
task156,156,mask_object_selection,low,same_shape_nonlocal_changes|new_output_colors,2,1,262,265,same_shape_variable_size,265,0,0,0,10x10:265,10x10:265,04,0124,12,"[0,4]","[0,1,2,4]","[1,2]",False,False,"{""0"":0,""4"":4}",3220,,0.908,552,6000,0.697539,0,3220,"Same shape; cells/objects are kept, removed, or highlighted."
task157,157,mask_object_selection,low,same_shape_nonlocal_changes|new_output_colors,2,1,262,265,same_shape_variable_size,265,0,0,0,10x15:265,10x15:265,025,012,1,"[0,2,5]","[0,1,2]",[1],False,False,"{""0"":1,""2"":2,""5"":0}",20967,,0.673889,2935,9000,0.662846,4736,9472,"Same shape; cells/objects are kept, removed, or highlighted."
task158,158,pattern_completion,low,mostly_preserves_input_adds_or_changes,3,1,262,266,same_shape_variable_size,266,0,0,0,26x25:19;25x24:17;22x23:15;24x23:15;21x22:13,26x25:19;25x24:17;22x23:15;24x23:15;21x22:13,123456789,123456789,,"[1,2,3,4,5,6,7,8,9]","[1,2,3,4,5,6,7,8,9]",[],False,False,"{""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9}",4987,,0.962867,1005,27065,0.959462,0,4987,Output preserves input and adds missing pattern cells.
task159,159,cropping_extraction,medium,shape_shrinks,3,1,261,265,shrinks,0,0,265,0,23x20:5;30x17:4;25x18:4;27x24:4;29x16:4,5x5:134;8x8:83;11x11:34;14x14:14,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,,1,,0.0,0,0,0.0,0,0,"Output is smaller than input, often selected object/subgrid."
task160,160,mask_object_selection,low,same_shape_nonlocal_changes|new_output_colors,2,1,262,265,same_shape_variable_size,265,0,0,0,10x10:265,10x10:265,01,012,2,"[0,1]","[0,1,2]",[2],False,False,"{""0"":0,""1"":0}",5360,,0.992333,46,6000,0.580006,334,3006,"Same shape; cells/objects are kept, removed, or highlighted."
task161,161,mask_object_selection,low,same_shape_nonlocal_changes,3,1,262,266,same_shape_variable_size,266,0,0,0,18x19:7;11x15:7;15x17:6;18x21:6;10x17:6,18x19:7;11x15:7;15x17:6;18x21:6;10x17:6,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,"{""0"":0,""1"":0,""2"":0,""3"":3,""4"":0,""5"":0,""6"":6,""7"":0,""8"":0,""9"":0}",10491,,0.858484,2563,18111,0.11939,7267,15115,"Same shape; cells/objects are kept, removed, or highlighted."
task162,162,fill_enclosed_regions,medium,adds_new_color_preserves_input|new_output_colors,3,1,262,266,same_shape_variable_size,266,0,0,0,20x20:266,20x20:266,023456789,0123456789,1,"[0,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[1],False,False,"{""0"":0,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9}",4842,,0.987375,303,24000,1.0,4842,4842,Same shape; input is mostly preserved while new fill or marking cells are added.
task163,163,mask_object_selection,low,same_shape_nonlocal_changes,4,1,262,267,same_shape_variable_size,267,0,0,0,11x11:267,11x11:267,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,"{""0"":0,""1"":0,""2"":0,""3"":0,""4"":0,""5"":5,""6"":0,""7"":0,""8"":0,""9"":0}",879,,0.976309,172,7260,0.600736,567,7725,"Same shape; cells/objects are kept, removed, or highlighted."
task164,164,expansion_tiling,medium,shape_expands,4,1,262,267,expands,0,267,0,0,3x3:267,3x6:267,168,168,,"[1,6,8]","[1,6,8]",[],False,False,,1,,0.0,0,0,0.0,0,0,"Output is larger than input, often by fixed scale or tiling."
task165,165,pattern_completion,low,mostly_preserves_input_adds_or_changes,3,1,261,265,same_shape_variable_size,265,0,0,0,20x20:265,20x20:265,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,"{""0"":0,""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9}",6943,,0.93525,1554,24000,1.0,6943,6943,Output preserves input and adds missing pattern cells.
task166,166,fill_enclosed_regions,medium,adds_new_color_preserves_input|new_output_colors,3,1,262,266,same_shape_variable_size,266,0,0,0,10x10:17;11x11:14;9x11:11;8x10:11;11x9:11,10x10:17;11x11:14;9x11:11;8x10:11;11x9:11,08,028,2,"[0,8]","[0,2,8]",[2],False,False,"{""0"":0,""8"":8}",3514,,0.911241,548,6174,1.0,3514,3514,Same shape; input is mostly preserved while new fill or marking cells are added.
task167,167,mask_object_selection,low,same_shape_nonlocal_changes|new_output_colors,5,1,262,268,same_shape_variable_size,268,0,0,0,3x3:268,3x3:268,234,05,05,"[2,3,4]","[0,5]","[0,5]",False,False,"{""2"":5,""3"":0,""4"":0}",1042,,0.951852,26,540,0.0,0,2412,"Same shape; cells/objects are kept, removed, or highlighted."
task168,168,pattern_completion,low,mostly_preserves_input_adds_or_changes,2,1,262,265,same_shape_variable_size,265,0,0,0,10x10:265,10x10:265,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,"{""0"":0,""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9}",1200,,0.9535,279,6000,1.0,1200,1200,Output preserves input and adds missing pattern cells.
task169,169,mask_object_selection,low,same_shape_nonlocal_changes|new_output_colors,3,1,262,266,same_shape_variable_size,266,0,0,0,10x10:266,10x10:266,05,0123,123,"[0,5]","[0,1,2,3]","[1,2,3]",False,False,"{""0"":0,""5"":1}",2287,,0.956667,260,6000,0.0,0,3967,"Same shape; cells/objects are kept, removed, or highlighted."
task170,170,cropping_extraction,medium,shape_shrinks,3,1,262,266,shrinks,0,0,266,0,26x22:10;27x25:8;22x21:8;24x21:8;23x21:7,3x3:237;4x4:29,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,,1,,0.0,0,0,0.0,0,0,"Output is smaller than input, often selected object/subgrid."
task171,171,mask_object_selection,low,same_shape_nonlocal_changes|new_output_colors,4,1,49,54,same_shape_variable_size,54,0,0,0,3x3:2;4x3:2;5x4:2;5x6:2;7x6:2,3x3:2;4x3:2;5x4:2;5x6:2;7x6:2,0,08,8,[0],"[0,8]",[8],False,False,"{""0"":8}",825,,0.560469,825,1877,0.0,1052,1052,"Same shape; cells/objects are kept, removed, or highlighted."
task172,172,expansion_tiling,medium,shape_expands,4,1,262,267,expands,0,267,0,0,3x3:267,6x3:267,123456789,123456789,,"[1,2,3,4,5,6,7,8,9]","[1,2,3,4,5,6,7,8,9]",[],False,False,,1,,0.0,0,0,0.0,0,0,"Output is larger than input, often by fixed scale or tiling."
task173,173,pattern_completion,low,mostly_preserves_input_adds_or_changes,3,1,262,266,same_shape_variable_size,266,0,0,0,25x12:6;25x23:5;25x25:4;25x16:4;24x23:4,25x12:6;25x23:5;25x25:4;25x16:4;24x23:4,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,"{""0"":0,""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9}",896,,0.981623,382,20787,1.0,896,896,Output preserves input and adds missing pattern cells.
task174,174,cropping_extraction,medium,shape_shrinks,3,1,262,266,shrinks,0,0,266,0,10x10:266,2x3:42;2x5:34;2x2:31;3x4:30;2x4:28,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,,1,,0.0,0,0,0.0,0,0,"Output is smaller than input, often selected object/subgrid."
task175,175,pattern_completion,low,mostly_preserves_input_adds_or_changes,3,1,262,266,same_shape_variable_size,266,0,0,0,21x21:266,21x21:266,0123456789,123456789,,"[0,1,2,3,4,5,6,7,8,9]","[1,2,3,4,5,6,7,8,9]",[],False,False,"{""0"":1,""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9}",12096,,0.967649,856,26460,1.0,13432,13432,Output preserves input and adds missing pattern cells.
task176,176,fill_enclosed_regions,medium,adds_new_color_preserves_input|new_output_colors,3,1,21,25,same_shape_variable_size,25,0,0,0,3x10:2;3x15:2;3x18:2;3x25:2;3x22:1,3x10:2;3x15:2;3x18:2;3x25:2;3x22:1,02,024,4,"[0,2]","[0,2,4]",[4],False,False,"{""0"":0,""2"":2}",271,,0.793734,237,1149,1.0,271,271,Same shape; input is mostly preserved while new fill or marking cells are added.
task177,177,cropping_extraction,medium,shape_shrinks,3,1,261,265,shrinks,0,0,265,0,18x14:7;11x10:7;18x16:6;10x12:6;18x12:6,7x4:20;7x5:17;4x6:15;8x6:14;8x7:13,0123456789,123456789,,"[0,1,2,3,4,5,6,7,8,9]","[1,2,3,4,5,6,7,8,9]",[],False,False,,1,,0.0,0,0,0.0,0,0,"Output is smaller than input, often selected object/subgrid."
task178,178,cropping_extraction,medium,shape_shrinks,5,1,262,268,shrinks,0,0,268,0,7x1:9;10x3:7;3x9:7;1x6:7;6x1:7,1x5:53;4x1:51;3x1:49;1x4:41;5x1:38,123456789,123456789,,"[1,2,3,4,5,6,7,8,9]","[1,2,3,4,5,6,7,8,9]",[],False,False,,1,,0.0,0,0,0.0,0,0,"Output is smaller than input, often selected object/subgrid."
task179,179,geometric_transform,high,fixed_geometric_transpose|local_3x3_consistent,4,1,262,267,same_shape_variable_size,267,0,0,0,3x3:267,3x3:267,123456789,123456789,,"[1,2,3,4,5,6,7,8,9]","[1,2,3,4,5,6,7,8,9]",[],False,False,"{""1"":5,""2"":2,""3"":9,""4"":9,""5"":5,""6"":2,""7"":7,""8"":8,""9"":9}",1635,transpose,1.0,0,540,0.525593,0,1140,Output matches a fixed rotate/flip/transpose/shift transform.
task180,180,cropping_extraction,medium,shape_shrinks,5,1,262,268,shrinks,0,0,268,0,8x8:268,4x4:268,04569,04569,,"[0,4,5,6,9]","[0,4,5,6,9]",[],False,False,,1,,0.0,0,0,0.0,0,0,"Output is smaller than input, often selected object/subgrid."
task181,181,pattern_completion,low,mostly_preserves_input_adds_or_changes,3,1,262,266,same_shape_variable_size,266,0,0,0,6x9:266,6x9:266,048,048,,"[0,4,8]","[0,4,8]",[],False,False,"{""0"":8,""4"":4,""8"":8}",10536,,0.575617,1375,3240,1.0,1249,1249,Output preserves input and adds missing pattern cells.
task182,182,pattern_completion,low,mostly_preserves_input_adds_or_changes,4,1,262,267,same_shape_variable_size,267,0,0,0,20x20:267,20x20:267,01235,01235,,"[0,1,2,3,5]","[0,1,2,3,5]",[],False,False,"{""0"":0,""1"":1,""2"":2,""3"":3,""5"":5}",2516,,0.970875,699,24000,0.846464,0,2516,Output preserves input and adds missing pattern cells.
task183,183,cropping_extraction,medium,shape_shrinks,3,1,261,265,shrinks,0,0,265,0,6x6:95;10x10:88;8x8:82,2x2:95;6x6:88;4x4:82,0123456789,02345679,,"[0,1,2,3,4,5,6,7,8,9]","[0,2,3,4,5,6,7,9]",[],False,False,,1,,0.0,0,0,0.0,0,0,"Output is smaller than input, often selected object/subgrid."
task184,184,cropping_extraction,medium,shape_shrinks,3,1,262,266,shrinks,0,0,266,0,25x31:3;26x29:3;21x22:3;14x17:3;26x23:3,3x2:73;2x2:65;3x3:65;2x3:63,0123456789,123456789,,"[0,1,2,3,4,5,6,7,8,9]","[1,2,3,4,5,6,7,8,9]",[],False,False,,1,,0.0,0,0,0.0,0,0,"Output is smaller than input, often selected object/subgrid."
task185,185,cropping_extraction,medium,shape_shrinks,4,1,262,267,shrinks,0,0,267,0,29x29:184;27x27:83,3x3:267,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,,1,,0.0,0,0,0.0,0,0,"Output is smaller than input, often selected object/subgrid."
task186,186,mask_object_selection,low,same_shape_nonlocal_changes|new_output_colors,10,2,255,267,same_shape_variable_size,267,0,0,0,3x3:267,3x3:267,01,02,2,"[0,1]","[0,2]",[2],False,False,"{""0"":2,""1"":0}",1341,,0.796296,110,540,0.0,531,1400,"Same shape; cells/objects are kept, removed, or highlighted."
task187,187,fill_enclosed_regions,medium,adds_new_color_preserves_input|new_output_colors,3,1,262,266,same_shape_variable_size,266,0,0,0,23x21:16;20x23:11;25x24:11;24x20:11;20x20:10,23x21:16;20x23:11;25x24:11;24x20:11;20x20:10,01456789,123456789,23,"[0,1,4,5,6,7,8,9]","[1,2,3,4,5,6,7,8,9]","[2,3]",False,False,"{""0"":3,""1"":1,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9}",14534,,0.87337,3885,30680,1.0,113973,113973,Same shape; input is mostly preserved while new fill or marking cells are added.
task188,188,cropping_extraction,medium,shape_shrinks,3,1,262,266,shrinks,0,0,266,0,4x4:27;8x3:22;6x2:20;2x8:19;8x2:17,4x3:39;3x2:36;4x2:32;2x4:31;3x4:29,123456789,123456789,,"[1,2,3,4,5,6,7,8,9]","[1,2,3,4,5,6,7,8,9]",[],False,False,,1,,0.0,0,0,0.0,0,0,"Output is smaller than input, often selected object/subgrid."
task189,189,cropping_extraction,medium,shape_shrinks,3,1,262,266,shrinks,0,0,266,0,9x9:266,6x6:266,0123456789,01245679,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,4,5,6,7,9]",[],False,False,,1,,0.0,0,0,0.0,0,0,"Output is smaller than input, often selected object/subgrid."
task190,190,pattern_completion,low,mostly_preserves_input_adds_or_changes,3,1,262,266,same_shape_variable_size,266,0,0,0,10x10:266,10x10:266,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,"{""0"":0,""1"":1,""2"":2,""3"":3,""4"":4,""5"":5,""6"":6,""7"":7,""8"":8,""9"":9}",1142,,0.9465,321,6000,1.0,1142,1142,Output preserves input and adds missing pattern cells.
task191,191,pattern_completion,low,mostly_preserves_input_adds_or_changes,4,1,262,267,same_shape_variable_size,267,0,0,0,23x23:267,23x23:267,014,014,,"[0,1,4]","[0,1,4]",[],False,False,"{""0"":0,""1"":1,""4"":4}",10689,,0.926623,2329,31740,1.0,10689,10689,Output preserves input and adds missing pattern cells.
task192,192,same_shape_local_rule,medium,local_3x3_consistent,2,1,262,265,same_shape_variable_size,265,0,0,0,20x20:26;20x19:22;18x20:17;19x20:17;19x19:16,20x20:26;20x19:22;18x20:17;19x20:17;19x19:16,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,"{""0"":0,""1"":0,""2"":2,""3"":3,""4"":5,""5"":5,""6"":0,""7"":0,""8"":0,""9"":9}",16569,,1.0,0,18892,0.871459,0,3852,Same shape; output appears explainable by local neighborhoods.
task193,193,same_shape_local_rule,medium,local_3x3_consistent,3,1,262,266,same_shape_variable_size,266,0,0,0,8x8:25;9x9:25;18x18:22;7x7:21;15x15:20,8x8:25;9x9:25;18x18:22;7x7:21;15x15:20,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,"{""0"":0,""1"":0,""2"":0,""3"":0,""4"":4,""5"":0,""6"":0,""7"":0,""8"":0,""9"":9}",7278,,1.0,0,10915,0.829846,0,1797,Same shape; output appears explainable by local neighborhoods.
task194,194,expansion_tiling,medium,shape_expands,3,1,262,266,expands,0,266,0,0,3x3:266,6x6:266,0123456789,0123456789,,"[0,1,2,3,4,5,6,7,8,9]","[0,1,2,3,4,5,6,7,8,9]",[],False,False,,1,,0.0,0,0,0.0,0,0,"Output is larger than input, often by fixed scale or tiling."
task195,195,cropping_extraction,medium,shape_shrinks,3,1,261,265,shrinks,0,0,265,0,15x17:92;17x19:90;16x18:83,9x9:265,05,05,,"[0,5]","[0,5]",[],False,False,,1,,0.0,0,0,0.0,0,0,"Output is smaller than input, often selected object/subgrid."
